rank_date,rank_position,bvid,aid,title,author,category,main_category,tid,duration,view_count,danmaku_count,reply_count,like_count,coin_count,favorite_count,share_count,pubdate,video_url,cover_url
2026-06-05,80,BV1NCVz6WESh,116679312937393,除了它以外，你见过的紫色都是假的…？,毕的二阶导,科学科普,知识,201,206,1530264,1357,1547,68382,3309,14051,1014,1780390800,https://www.bilibili.com/video/BV1NCVz6WESh,http://i0.hdslb.com/bfs/archive/ea889a90891a5cbf88d298eb0ce3f69285accd7b.jpg
2026-06-05,81,BV1JKEw6QEw9,116691509970719,我读了你们的评论 把阎王召唤出来了T_T,汤木檀泽,日常,生活,21,959,945964,1062,1212,63947,3701,4256,328,1780571268,https://www.bilibili.com/video/BV1JKEw6QEw9,http://i1.hdslb.com/bfs/archive/0b6c7ccb214b6211a4cf9a8741eb473536e42587.jpg
2026-06-05,82,BV1dCV66GEgM,116680873280095,《明日方舟：终末地》干员叙事 [弭弗：煞星],明日方舟终末地,手机游戏,游戏,172,637,1027306,3733,8026,42526,10044,6221,4920,1780457400,https://www.bilibili.com/video/BV1dCV66GEgM,http://i1.hdslb.com/bfs/archive/033ff148a9ed8d3736243342bbb59dbe14cbc0ee.jpg
2026-06-05,83,BV12R7Q6MEJX,116686543914174,你说你有点难追～,未知艺术家_611,搞笑,娱乐,138,30,1261011,94,956,125761,1223,9824,1537,1780495648,https://www.bilibili.com/video/BV12R7Q6MEJX,http://i2.hdslb.com/bfs/archive/aeaf33a25e079b26433a425ee56ac24f566861d7.jpg
2026-06-05,84,BV1MqVr6KEf6,116680554449914,突围吧少年！微光汇聚，用爱照亮向新的路,暗区突围,短片,动画,256,350,411422,2044,2447,53261,25370,13466,2352,1780404296,https://www.bilibili.com/video/BV1MqVr6KEf6,http://i2.hdslb.com/bfs/archive/0c7b730014db6386c174f304fbac32bdd71c4447.jpg
2026-06-05,85,BV1oDVv6wENJ,116677836540042,探访世界上最大的活死人墓，几万人抢着住，直接在坟头做饭，拿棺材当床,小钟Johnny,出行,生活,250,620,1227455,4068,3658,40412,6885,6899,3446,1780393500,https://www.bilibili.com/video/BV1oDVv6wENJ,http://i1.hdslb.com/bfs/archive/38bf96ab2a3483e3ef16fbe9c25f882f1693ab5e.jpg
2026-06-05,86,BV1edV26tEsB,116685654722666,复仇整蛊！蛋黄派伪装摄影师突袭周深，几秒就被识破？,记录生活的蛋黄派,美食测评,美食,213,556,1129411,5784,2396,59314,22907,17845,3076,1780565400,https://www.bilibili.com/video/BV1edV26tEsB,http://i2.hdslb.com/bfs/archive/a16b60bc03719059e3218dee538877f554f3f9b4.jpg
2026-06-05,87,BV1iQV26cEfX,116685436618474,东北下岗三十年后，我看见了普通人的生活,十七岁歌手想打中单,出行,生活,250,3132,873951,2621,4000,33909,8942,12680,3177,1780479467,https://www.bilibili.com/video/BV1iQV26cEfX,http://i2.hdslb.com/bfs/archive/336087b59dbbf943701843cf5d3dfee77ef315e9.jpg
2026-06-05,88,BV1idV26bE2E,116685654921483,宗元舞2.0紧绷之人3,是柳宗元,电子竞技,游戏,171,51,970620,284,724,109038,2245,12817,2067,1780481914,https://www.bilibili.com/video/BV1idV26bE2E,http://i2.hdslb.com/bfs/archive/395efa2aefe284345f5e64ce17985d0467cd2247.jpg
2026-06-05,89,BV1y8Vk6fEwn,116682047625847,【速凌宇宙】第十九集：哈基蜂化身哈夫克安保队长？？准备摇人？,高司令-速凌电竞,单机游戏,游戏,17,582,1530735,3940,1256,83232,12244,63774,848,1780459200,https://www.bilibili.com/video/BV1y8Vk6fEwn,http://i0.hdslb.com/bfs/archive/2e5bf49a8947806e05fb8970a421bd94a8a6e7b6.jpg
2026-06-05,90,BV1DyVm6REs8,116685117982770,Oi，今天跟老舅争锋相对！！,花小龙oy,健身,运动,164,218,885701,633,1321,64086,2684,2455,1175,1780473800,https://www.bilibili.com/video/BV1DyVm6REs8,http://i0.hdslb.com/bfs/archive/56fe0a9ea6c893cba847452a26b23804912df627.jpg
2026-06-05,91,BV17SVZ6wEy1,116673877116037,除草届来了个无关紧要的人,菜鸡罢了呀,搞笑,娱乐,138,347,1537296,1793,3957,45878,868,3423,370,1780388700,https://www.bilibili.com/video/BV17SVZ6wEy1,http://i1.hdslb.com/bfs/archive/b8d02a39fcb647a1cbae31ad3eafc1999cc2cbea.jpg
2026-06-05,92,BV15iEc6VEfH,116691577216788,路边一块，也能变废为宝，雕刻出大家想要的题材我不知道什么时候天才会亮，但我知道，跑着跑着，天就亮了。,小梨家的和田玉,手工,生活,161,220,1645245,818,3920,57919,1395,3837,794,1780572193,https://www.bilibili.com/video/BV15iEc6VEfH,http://i2.hdslb.com/bfs/archive/c1597efe82d66a7f728f8bdd84505eff4b7f5ac9.jpg
2026-06-05,93,BV1bL796CEpe,116685721899286,如果我来挑战拍华语地区的经典MV风格？这一期是粉丝投稿哦！,李如儒也是李蠕蠕,小剧场,娱乐,85,159,929562,931,751,62649,5771,3369,702,1780483280,https://www.bilibili.com/video/BV1bL796CEpe,http://i2.hdslb.com/bfs/archive/6305a2e9ddc370f1b9e15ba5265e209ff8ea0438.jpg
2026-06-05,94,BV1L7Ew65ETv,116691124098703,我养护的石拱桥，已经被国家收录为不可移动文物！,抓紧长长长呀,三农,生活,251,604,815092,687,1393,61983,3715,3111,256,1780565746,https://www.bilibili.com/video/BV1L7Ew65ETv,http://i1.hdslb.com/bfs/archive/56f52737bc566db19c5316ccdcc3b87cc81709e0.jpg
2026-06-05,95,BV1Y4Vz6NECv,116679497554901,当两个老板点到对方熟悉的护航,小小蜂鸽鸽,网络游戏,游戏,65,300,769150,242,637,57559,1231,7015,661,1780394700,https://www.bilibili.com/video/BV1Y4Vz6NECv,http://i2.hdslb.com/bfs/archive/8973d59a6694728de4c334dd9b1f5789bdc8b69f.jpg
2026-06-05,96,BV1Ak5F61ECk,116675118761554,当你看到这条视频的时候我相信你成为我的粉丝不远了,刮蜡皮小能手,日常,生活,21,67,2626219,1077,1800,95851,1462,9239,928,1780321656,https://www.bilibili.com/video/BV1Ak5F61ECk,http://i2.hdslb.com/bfs/archive/f7bf232f5a59db32b59fbb4a77062a34cf7ecd52.jpg
2026-06-05,97,BV1aaVr6zEm1,116680336415311,日本人为了让你少吃就流水素面有多拼,在日本摸鱼的小超人,美食侦探,美食,212,222,1123867,1453,2167,49736,1454,3302,1239,1780400834,https://www.bilibili.com/video/BV1aaVr6zEm1,http://i2.hdslb.com/bfs/archive/97bf0f19b1340535ab465acb423440224374274f.jpg
2026-06-05,98,BV1eoVZ64EDP,116674061731801,卡 布 达 买 瓜,增殖的发呆,搞笑,娱乐,138,165,1686561,1506,2190,65352,11271,13753,14787,1780308455,https://www.bilibili.com/video/BV1eoVZ64EDP,http://i2.hdslb.com/bfs/archive/bcaa08f9e57589009ab30ea12b77de7989966acf.jpg
2026-06-05,99,BV1SsVZ6EE1A,116674145616912,高考别忘了到考场啊！,太阳星sunstar,人文历史,知识,228,435,1505397,2180,4508,59752,2752,11064,3247,1780395300,https://www.bilibili.com/video/BV1SsVZ6EE1A,http://i2.hdslb.com/bfs/archive/f1b9c9405023623692ca421b1543e42a1cfbf491.jpg
2026-06-05,100,BV1N7Vm65E9z,116685352867257,10倍差价，凭什么赢？ 领克如何跑赢保时捷？,所长Wy,汽车生活,汽车,176,567,1036814,1213,763,32503,4520,6865,252,1780478871,https://www.bilibili.com/video/BV1N7Vm65E9z,http://i1.hdslb.com/bfs/archive/0aca9e0d0ab44279445ddeabd54d20aeedc220cc.jpg
